3x10x4
0.009992447, -0.003593547, -0.005847256, 0.002052017, -0.00455237, 0.005024804, 0.009903367, 0.0004210683, 0.002331972, 0.007994836
-0.004604653, 0.007517396, 0.001188193, 0.005892545, 0.005980786, -0.003726695, 0.003622663, -0.004012913, 0.002041468, 0.003195813
-0.001245307, 0.003164218, -0.005527249, 0.006956097, 0.003439175, -0.008952833, -0.004462039, 0.007208942, 0.000822508, 0.005501807
-0.001785088, -0.002352273, -0.007762418, -0.001759086, 0.006760255, 0.008215733, -0.00195643, -6.283304E-05, -0.002120895, -0.005996158
-0.05961066, 0.05716042, -0.0642231, 0.0341613
0.08891921, 0.09506037, -0.08843847, -0.03326556
-0.0395247, 0.04990606, 0.01963064, 0.05385486
-0.08962659, 0.006396248, -0.06502312, -0.03976418
0.06129011, 0.09900572, 0.03799231, -0.03826754
0.05549177, -0.06590614, -0.0102132, -0.03590351
-0.07033654, 0.04442944, -0.009153808, 0.06909706
-0.02533044, 0.03384675, 0.02063898, 0.007106151
-0.03474656, 0.01992041, 0.05192973, -0.08289776
-0.02196595, 0.09824753, 0.08579658, 0.02442367
0.0191086, -0.03157472, -0.04081393, -0.001890754
